jd_filename,sector,role_type,category,code,code_label,evidence,required,confidence
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,DUTY,D7,Oversee daily operations,"Conduct routine inspections, identify operational issues, and assist with maintenance tasks such as screen changes, wear part replacements, and roller/skirting adjustments.",not_specified,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Communicate effectively with site management and stakeholders to optimise operations.,not_specified,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience in a **supervisory role** within mobile,required,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,EXPERIENCE,E6,Sector experience — Quarry / Construction materials,Previous experience in a **supervisory role** within mobile,required,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,KNOWLEDGE,K4,Equipment / plant knowledge,Strong knowledge of **mobile crushing equipment** operation and,required,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,QUALIFICATIONS,Q11,Driver's licence,A current open **Australian driver's license** (mandatory).,required,high
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,QUALIFICATIONS,Q17,VOC (Verification of Competency) for named equipment,Nationally accredited **tickets for wheel loader and/or excavator,required,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,DISPOSITION,DP3,People-focused / caring,Strong leadership skills with the ability to motivate and develop,required,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,DISPOSITION,DP7,Initiative / proactive,"A proactive approach to **safety, compliance, and operational",required,medium
Quarry_Supervisor_NITRO_CRUSHING.docx,Quarry,Quarry Supervisor,DISPOSITION,DP1,Safety-focused,"A proactive approach to **safety, compliance, and operational",required,medium
Development Supervisor.docx,Coal - Underground,Production Supervisor,QUALIFICATIONS,Q8,RII units (named),"In this position, reporting to the Manager Production, you will undertake the RII40420 Certificate IV in Underground Coal Operations and work towards achieving your Certificate of Competency, preparing you for authorisation as a Deputy in Underground Coal Mines.",required,medium
Development Supervisor.docx,Coal - Underground,Production Supervisor,EXPERIENCE,E4,Sector experience — Coal Underground,Demonstrated experience working in underground coal,required,high
Development Supervisor.docx,Coal - Underground,Production Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Proven experience working in Longwall or Development environments,required,high
Development Supervisor.docx,Coal - Underground,Production Supervisor,DISPOSITION,DP2,Strong communicator,"A high level of interpersonal skills, including collaboration and conflict resolution",required,medium
Development Supervisor.docx,Coal - Underground,Production Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,"A high level of interpersonal skills, including collaboration and conflict resolution",required,medium
Development Supervisor.docx,Coal - Underground,Production Supervisor,DISPOSITION,DP6,Problem-solver / analytical,Strong decision making and problem-solving skills,required,high
Development Supervisor.docx,Coal - Underground,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Demonstrated leadership and team supervisory skills,required,high
Development Supervisor.docx,Coal - Underground,Production Supervisor,DISPOSITION,DP3,People-focused / caring,Demonstrated leadership and team supervisory skills,required,medium
Development Supervisor.docx,Coal - Underground,Production Supervisor,KNOWLEDGE,K6,Risk management methodology,Understanding of risk management and how it is applied within mining,required,high
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q1,Standard 11,Current Standard 11 Statement of Attainment,required,high
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q6,QLD Coal Board Medical / ResHealth Medical,Current QLD Coal Board Medical,required,high
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q11,Driver's licence,Current Drivers Licence,required,high
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,EXPERIENCE,E2,Years of operational/production experience,Operator experience in underground coal,required,medium
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,EXPERIENCE,E4,Sector experience — Coal Underground,Operator experience in underground coal,required,high
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q3,Coal Underground supervisor competencies,G1-G8-G9 & G2 (Supervisors),required,high
Jennchem.docx,Coal - Underground,Underground Shift Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,Installation of Ventilation Control Devices,desirable,medium
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,EXPERIENCE,E2,Years of operational/production experience,Minimum 12mths installing & maintaining VCDs/ Secondary support or UG Roadworks experience,required,high
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,EXPERIENCE,E4,Sector experience — Coal Underground,Minimum 12mths installing & maintaining VCDs/ Secondary support or UG Roadworks experience,required,medium
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,EXPERIENCE,E11,Commodity/process specialism,Minimum 12mths installing & maintaining VCDs/ Secondary support or UG Roadworks experience,required,medium
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q3,Coal Underground supervisor competencies,"S1, S2, S3 and G2 (Supervisors)",required,medium
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,DISPOSITION,DP1,Safety-focused,The ability to demonstrate a strong safety focus,required,high
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q17,VOC (Verification of Competency) for named equipment,Relevant underground equipment tickets and signed off training transcript,required,medium
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,DISPOSITION,DP2,Strong communicator,Good communication skills,required,high
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q6,QLD Coal Board Medical / ResHealth Medical,QLD Coal Board Medical or Ability to Obtain,required,high
UG Supervisor.docx,Coal - Underground,Underground Shift Supervisor,QUALIFICATIONS,Q11,Driver's licence,Valid Driver's License or ID,required,high
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,DUTY,D1,Supervise and lead crews/contractors,Supervision of underground diamond drillers,not_specified,high
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Supervision of underground diamond drillers,required,medium
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,DUTY,D4,Conduct safety leadership activities,Mine site and camp inspections,not_specified,medium
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,QUALIFICATIONS,Q5,Minerals & Quarry supervisor competencies,Statutory Underground Shift Supervisor ticket (updated to 2022 regulations),required,medium
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,QUALIFICATIONS,Q17,VOC (Verification of Competency) for named equipment,VOC for Integrated Tool Carrier (IT),required,high
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,DISPOSITION,DP15,Self-management / independent work,Ability to work independently with strong problem solving abilities,required,high
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,DISPOSITION,DP6,Problem-solver / analytical,Ability to work independently with strong problem solving abilities,required,high
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,EXPERIENCE,E1,Years of supervisory experience,Past experience in supervising small underground crews,required,high
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,Past experience in supervising small underground crews,required,medium
Brightstar Resources.docx,Minerals - Underground,Shift Supervisor,EXPERIENCE,E8,Workforce context,Past experience in supervising small underground crews,required,medium
Evolution Mining.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D4,Conduct safety leadership activities,"Championing safety. Leading by example, conducting risk assessments and inspections, and ensuring full compliance across all activities.",not_specified,high
Evolution Mining.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D5,Ensure statutory compliance,"Championing safety. Leading by example, conducting risk assessments and inspections, and ensuring full compliance across all activities.",not_specified,medium
Evolution Mining.docx,Minerals - Underground,Maintenance Supervisor,DISPOSITION,DP1,Safety-focused,"Championing safety. Leading by example, conducting risk assessments and inspections, and ensuring full compliance across all activities.",required,high
Evolution Mining.docx,Minerals - Underground,Maintenance Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,"Championing safety. Leading by example, conducting risk assessments and inspections, and ensuring full compliance across all activities.",required,high
Evolution Mining.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,"Overseeing execution. Supervising daily maintenance on underground fixed plant and materials-handling systems, keeping operations running smoothly.",not_specified,high
Evolution Mining.docx,Minerals - Underground,Maintenance Supervisor,DUTY,D7,Oversee daily operations,"Overseeing execution. Supervising daily maintenance on underground fixed plant and materials-handling systems, keeping operations running smoothly.",not_specified,high
